1,742.0,354.5
2,742.0,355.0
3,742.5,356.0
4,745.0,356.0
5,744.5,358.0
6,746.0,358.0
7,748.0,358.5
8,750.5,359.0
9,753.0,360.0
10,736.5,427.5
11,750.5,366.0
12,779.0,362.0
13,785.5,363.5
14,790.5,364.0
15,796.0,364.5
16,798.0,365.5
17,787.0,363.5
18,786.0,354.5
19,800.0,354.0
20,806.0,355.5
21,809.5,355.0
22,816.5,356.0
23,822.0,357.0
24,830.0,358.5
25,839.5,358.5
26,847.0,362.0
27,857.0,372.0
28,862.0,373.5
29,865.5,376.5
30,869.0,377.0
31,876.5,379.5
32,883.5,379.5
33,891.5,380.0
34,902.5,378.0
35,907.5,377.0
36,914.5,377.5
37,918.5,377.0
38,921.5,376.0
39,927.0,369.0
40,931.0,360.0
41,938.0,355.5
42,944.5,358.0
43,952.5,358.5
44,958.0,358.0
45,968.5,358.5
46,974.5,358.5
47,964.5,357.5
48,970.0,357.0
49,988.5,359.0
50,997.0,357.5
51,1001.0,359.0
52,1008.0,371.0
53,1013.0,358.5
54,1018.0,359.5
55,1028.0,359.5
56,1033.5,357.0
57,1038.5,358.0
58,1028.0,355.0
59,1044.5,357.0
60,1034.5,355.0
61,1044.0,354.0
62,1054.0,353.5
63,1075.0,357.0
64,1083.5,358.5
65,1089.0,360.0
66,1093.0,361.0
67,1097.5,362.5
68,1102.0,363.5
69,1107.5,364.0
70,1114.0,365.0
71,1125.0,366.0
72,1131.0,367.0
73,1132.5,367.0
74,1130.0,368.0
75,1133.0,367.5
76,1141.0,368.5
77,1144.5,368.5
78,1151.0,369.0
79,1160.0,367.0
80,1168.0,367.0
81,1174.5,367.5
82,1182.0,364.0
83,1189.5,365.0
84,1186.5,360.5
85,1190.5,361.0
86,1196.5,359.0
87,1224.5,363.0
88,1210.0,359.5
89,1216.5,359.5
90,1220.0,361.5
91,1222.5,362.0
92,1246.0,365.5
93,1244.5,363.5
94,1252.0,364.0
95,1254.5,367.5
96,1258.5,367.0
